5.8013,3.1146
0.6634,5.8599
2.1354,2.8425
4.7987,2.7817
1.1185,0.6024
4.1862,4.6085
3.3744,3.0604
2.2313,4.2701
3.0426,0.71528
0.60984,4.4968
3.1945,2.4653
0.86103,2.4337
0.56276,0.42407
1.6955,4.0161
2.4296,3.2703
0.26626,0.46692
1.7572,4.1457
2.3506,4.4026
4.9133,0.40825
4.6035,2.6763
4.2641,1.1068
1.2645,3.1467
4.1424,3.3395
3.7675,1.2348
9.0873,0.012675
0.90693,2.8411
3.69,4.659
1.7504,2.9821
2.2287,2.7411
0.23366,0.12008
3.7143,1.9377
1.3618,3.5377
7.1944,2.4511
4.4597,5.8705
2.0193,4.4721
1.7514,0.23274
4.3785,5.5967
2.7411,5.476
0.59385,4.8943
6.4798,1.3943
2.356,3.166
6.296,1.4341
0.93419,2.0252
0.41533,2.5236
2.1863,4.2224
0.078469,2.9299
3.7021,4.3465
1.9027,2.0811
3.8684,10.749
2.6431,4.992
4.0319,3.4785
3.51,2.4705
0.28141,6.4982
4.7882,7.6756
3.636,4.0482
1.6231,2.6915
2.6725,3.9045
0.56928,8.1274
2.0852,2.4831
3.8524,2.8811
1.8019,4.0902
1.65,4.1363
0.5491,1.82
4.7024,4.2331
3.6459,0.25939
5.1138,2.1491
3.3247,0.86607
3.4754,7.0307
1.8841,1.1518
